Document,Topic,Name,Top_n_words,Probability,Representative_document,index,nom,groupe,date_seance,nb_mots_approx,profession,titre,titre_complet,intervention,sexe,n_y_naissance,label,titre_regexed,contexte,proba_gauche
"Avec votre permission, monsieur le président, je défendrai en même temps l'amendement no 118 deuxième rectification, qui sera appelé dans un instant.",118,118_défendrai_permettez_no_amendements,défendrai - permettez - no - amendements - temps - président - conjointement - même - présenterai - nos,0.2094941726447986,False,55724,Éric Ciotti,LR,2018-07-25,22,Autre profession,article 4,immigration maîtrisée droit d'asile effectif et intégration réussie > article 4,"Avec votre permission, monsieur le président, je défendrai en même temps l'amendement no 118 deuxième rectification, qui sera appelé dans un instant.",H,0.6951219512195121,2.0,Article X,immigration maîtrisée droit d'asile effectif et intégration réussie,0.7372668
"En raison de la défaillance de ce dernier, les pompiers sont aujourd'hui devenus une variable d'ajustement, voire un dernier recours, dans nos zones rurales de plus en plus souvent privées de médecins généralistes et d'établissements de soins, mais aussi dans certains quartiers urbains.",8,8_médecins_médecine_soins_hôpitaux,médecins - médecine - soins - hôpitaux - santé - patients - médicale - hôpital - plus - sont,0.0699533663968598,False,55758,Éric Ciotti,LR,2018-11-06,43,Autre profession,administration générale et territoriale de l'État,projet de loi de finances pour 2019 > administration générale et territoriale de l'État,"En raison de la défaillance de ce dernier, les pompiers sont aujourd'hui devenus une variable d'ajustement, voire un dernier recours, dans nos zones rurales de plus en plus souvent privées de médecins généralistes et d'établissements de soins, mais aussi dans certains quartiers urbains.",H,0.6951219512195121,2.0,administration générale et territoriale de l'État,projet de loi de finances pour 2019,0.7091979
"Face aux lobbies financiers, monsieur le ministre, je vous demande d'agir avec un peu de courage, le plus fort et le plus rapidement possible.",54,54_engagements_votre_ministre_premier,engagements - votre - ministre - premier - pris - promesses - rassurer - vous - prêt - engagement,0.08459915807660591,False,55763,Éric Ciotti,LR,2018-11-06,24,Autre profession,administration générale et territoriale de l'État,projet de loi de finances pour 2019 > administration générale et territoriale de l'État,"Face aux lobbies financiers, monsieur le ministre, je vous demande d'agir avec un peu de courage, le plus fort et le plus rapidement possible.",H,0.6951219512195121,2.0,administration générale et territoriale de l'État,projet de loi de finances pour 2019,0.2647328
"C'est pourtant simple : les allocations comme l'ADA sont-elles indexées sur l'inflation, ou non ? Pourquoi ne répondez-vous pas ?",0,0_impôt_csg_taxe_euros,impôt - csg - taxe - euros - sur - retraités - prélèvement - hausse - la - revenu,0.15071980826853384,False,55772,Éric Ciotti,LR,2018-11-06,20,Autre profession,mission immigration asile et intégration (état b),projet de loi de finances pour 2019 > mission immigration asile et intégration (état b),"C'est pourtant simple : les allocations comme l'ADA sont-elles indexées sur l'inflation, ou non ? Pourquoi ne répondez-vous pas ?",H,0.6951219512195121,2.0,mission immigration asile et intégration (état b),projet de loi de finances pour 2019,0.061344698
C'est faux ! Ils taxent les travailleurs qui ont besoin de leur voiture pour aller travailler !,58,58_voiture_véhicule_carburants_hausse,voiture - véhicule - carburants - hausse - fioul - prix - chauffer - aller - travailler - leur,0.18246173426040987,False,55787,Éric Ciotti,LR,2018-11-14,17,Autre profession,taxation des carburants,questions au gouvernement > taxation des carburants,C'est faux ! Ils taxent les travailleurs qui ont besoin de leur voiture pour aller travailler !,H,0.6951219512195121,2.0,taxation des carburants,questions au gouvernement,0.005010684
"C'est en effet, monsieur le président, un rappel au règlement au titre de l'article 58, puisqu'il porte sur l'organisation de cette séance. Cela a déjà été dit, mais je crois qu'il faut le redire et le répéter encore : …",16,16_règlement_58_rappel_alinéa,règlement - 58 - rappel - alinéa - article - fonde - fondement - débats - déroulement - séance,1.0,False,55813,Éric Ciotti,LR,2018-12-03,40,Autre profession,discussion générale,projet de loi de financement de la sécurité sociale pour 2019 > discussion générale,"C'est en effet, monsieur le président, un rappel au règlement au titre de l'article 58, puisqu'il porte sur l'organisation de cette séance. Cela a déjà été dit, mais je crois qu'il faut le redire et le répéter encore : …",H,0.6951219512195121,2.0,discussion générale,projet de loi de financement de la sécurité sociale pour 2019,0.79869545
"Ma question s'adresse à M. le Premier ministre. Notre pays a une chance immense, celle de disposer d'hommes et de femmes exceptionnels pour assurer notre sécurité : nos policiers et nos gendarmes. Nos policiers notamment ont démontré, une fois de plus, leur courage et leur efficacité en neutralisant le terroriste islamiste auteur du tragique attentat de Strasbourg.",50,50_hommage_victimes_rendre_attentat,hommage - victimes - rendre - attentat - policiers - forces - abord - ordre - gendarmes - aux,0.08834071048983058,False,55863,Éric Ciotti,LR,2018-12-18,57,Autre profession,mesures en faveur des policiers,questions au gouvernement > mesures en faveur des policiers,"Ma question s'adresse à M. le Premier ministre. Notre pays a une chance immense, celle de disposer d'hommes et de femmes exceptionnels pour assurer notre sécurité : nos policiers et nos gendarmes. Nos policiers notamment ont démontré, une fois de plus, leur courage et leur efficacité en neutralisant le terroriste islamiste auteur du tragique attentat de Strasbourg.",H,0.6951219512195121,2.0,mesures en faveur des policiers,questions au gouvernement,0.8597435
"Enfin, en commission des lois, les députés de la majorité ont largement contraint l'article 6, qui visait à renforcer et à élargir la peine complémentaire d'interdiction de manifester. De nouveau, vous avez déposé un amendement sur cet article sans que la commission des lois ait pu se prononcer sur son opportunité.",2,2_motion_renvoi_amendements_rejet,motion - renvoi - amendements - rejet - groupe - commission - nous - texte - républicains - préalable,0.11470130633317245,False,55893,Éric Ciotti,LR,2019-01-29,51,Autre profession,motion de renvoi en commission,prévention et sanction des violences lors des manifestations > motion de renvoi en commission,"Enfin, en commission des lois, les députés de la majorité ont largement contraint l'article 6, qui visait à renforcer et à élargir la peine complémentaire d'interdiction de manifester. De nouveau, vous avez déposé un amendement sur cet article sans que la commission des lois ait pu se prononcer sur son opportunité.",H,0.6951219512195121,2.0,motion de renvoi en commission,prévention et sanction des violences lors des manifestations,0.0037619078
"Autrement dit, les mesures contenues dans la proposition de loi initiale ont été détricotées, et – nous vous le disons solennellement – ce texte s'apparente à un faux-semblant supplémentaire, qui ne permettra pas de faire face à la radicalisation des mouvances contestataires. Une fois de plus, l'annonce de fermeté semble se réduire à un effet de communication.",120,120_autorité_évolutions_réintroduite_circuitez,autorité - évolutions - réintroduite - circuitez - perceptible - inéluctables - loupe - exemptions - contestataires - communication,1.0,False,55894,Éric Ciotti,LR,2019-01-29,57,Autre profession,motion de renvoi en commission,prévention et sanction des violences lors des manifestations > motion de renvoi en commission,"Autrement dit, les mesures contenues dans la proposition de loi initiale ont été détricotées, et – nous vous le disons solennellement – ce texte s'apparente à un faux-semblant supplémentaire, qui ne permettra pas de faire face à la radicalisation des mouvances contestataires. Une fois de plus, l'annonce de fermeté semble se réduire à un effet de communication.",H,0.6951219512195121,2.0,motion de renvoi en commission,prévention et sanction des violences lors des manifestations,0.0003948614
"Elle n'a pas pu effectuer son travail dans de bonnes conditions.C'est la raison pour laquelle, nous vous invitons à voter cette motion de renvoi en commission. Nous le faisons pour renforcer ce texte, nous le faisons pour rétablir l'ordre républicain et nous le faisons pour protéger ceux qui nous protègent.",2,2_motion_renvoi_amendements_rejet,motion - renvoi - amendements - rejet - groupe - commission - nous - texte - républicains - préalable,0.04990662323286747,False,55901,Éric Ciotti,LR,2019-01-29,50,Autre profession,motion de renvoi en commission,prévention et sanction des violences lors des manifestations > motion de renvoi en commission,"Elle n'a pas pu effectuer son travail dans de bonnes conditions.C'est la raison pour laquelle, nous vous invitons à voter cette motion de renvoi en commission. Nous le faisons pour renforcer ce texte, nous le faisons pour rétablir l'ordre républicain et nous le faisons pour protéger ceux qui nous protègent.",H,0.6951219512195121,2.0,motion de renvoi en commission,prévention et sanction des violences lors des manifestations,0.73573625
"Je ne sais pas quelle mouche a piqué M. de Courson pour qu'il tienne des propos aussi excessifs, …",15,15_propos_je_pas_ne,propos - je - pas - ne - vous - arguments - ai - invectives - que - ce,0.11979542432289916,False,55905,Éric Ciotti,LR,2019-01-30,19,Autre profession,article 2,prévention et sanction des violences lors des manifestations > article 2,"Je ne sais pas quelle mouche a piqué M. de Courson pour qu'il tienne des propos aussi excessifs, …",H,0.6951219512195121,2.0,Article X,prévention et sanction des violences lors des manifestations,0.25873113
"Face à cette situation, le Gouvernement porte une lourde responsabilité. Monsieur le ministre, vous avez échoué à rétablir l'ordre républicain.",73,73_votre_faites_cacophonie_frileux,votre - faites - cacophonie - frileux - politique - vous - iront - ministres - lourde - doutes,1.0,True,55926,Éric Ciotti,LR,2019-02-05,20,Autre profession,explications de vote,prévention et sanction des violences lors des manifestations > explications de vote,"Face à cette situation, le Gouvernement porte une lourde responsabilité. Monsieur le ministre, vous avez échoué à rétablir l'ordre républicain.",H,0.6951219512195121,2.0,explications de vote,prévention et sanction des violences lors des manifestations,0.003591073
"Dans ce contexte, la proposition de loi des sénateurs du groupe Les Républicains a constitué pour vous une bouée de sauvetage dans une forme de naufrage.",2,2_motion_renvoi_amendements_rejet,motion - renvoi - amendements - rejet - groupe - commission - nous - texte - républicains - préalable,0.08902088024124209,False,55927,Éric Ciotti,LR,2019-02-05,26,Autre profession,explications de vote,prévention et sanction des violences lors des manifestations > explications de vote,"Dans ce contexte, la proposition de loi des sénateurs du groupe Les Républicains a constitué pour vous une bouée de sauvetage dans une forme de naufrage.",H,0.6951219512195121,2.0,explications de vote,prévention et sanction des violences lors des manifestations,0.8243191
"… pour réaffirmer très clairement notre attachement commun à ce principe fondamental, qui a valeur constitutionnelle : celui de la laïcité en toute circonstance, au coeur de l'école de la République !",51,51_laïcité_1905_république_école,laïcité - 1905 - république - école - religions - concordat - géométrie - variable - fondamentaux - cultes,1.0,False,55941,Éric Ciotti,LR,2019-02-12,32,Autre profession,après l'article premier,pour une école de la confiance > après l'article premier,"… pour réaffirmer très clairement notre attachement commun à ce principe fondamental, qui a valeur constitutionnelle : celui de la laïcité en toute circonstance, au coeur de l'école de la République !",H,0.6951219512195121,2.0,après Article X,pour une école de la confiance,0.37709633
"La laïcité a-t-elle progressé ? Le communautarisme n'a-t-il pas, depuis lors, fait des ravages dans notre société ? Où sont les menaces ? Ne proviennent-elles pas du communautarisme religieux et – oui, je le dis – du communautarisme islamiste ?",115,115_communautarisme_laïcité_islamisme_idéologie,communautarisme - laïcité - islamisme - idéologie - islam - religion - terrorisme - haine - actes - islamiste,0.14963335061094613,False,55945,Éric Ciotti,LR,2019-02-12,40,Autre profession,après l'article 1er,pour une école de la confiance > après l'article 1er,"La laïcité a-t-elle progressé ? Le communautarisme n'a-t-il pas, depuis lors, fait des ravages dans notre société ? Où sont les menaces ? Ne proviennent-elles pas du communautarisme religieux et – oui, je le dis – du communautarisme islamiste ?",H,0.6951219512195121,2.0,après Article Xer,pour une école de la confiance,0.36868742
"Aujourd'hui, nous voulons redire aux préfets, aux policiers et aux gendarmes, qui sont en première ligne de front contre la violence, notre soutien, notre considération et notre respect.",50,50_hommage_victimes_rendre_attentat,hommage - victimes - rendre - attentat - policiers - forces - abord - ordre - gendarmes - aux,0.37053248010989287,False,55955,Éric Ciotti,LR,2019-03-20,28,Autre profession,maintien de l'ordre lors des manifestations,questions au gouvernement > maintien de l'ordre lors des manifestations,"Aujourd'hui, nous voulons redire aux préfets, aux policiers et aux gendarmes, qui sont en première ligne de front contre la violence, notre soutien, notre considération et notre respect.",H,0.6951219512195121,2.0,maintien de l'ordre lors des manifestations,questions au gouvernement,0.99409866
"La division par deux de la part de richesse nationale consacrée à la protection des Français peut sembler un peu abstraite. Voici donc deux autres chiffres : sur 1 000 euros de dépense publique consentie par la nation, à peine 25 sont consacrés à la sécurité, et à peine 4 à la justice. C'est ridiculement faible.",22,22_euros_milliards_millions_fonds,euros - milliards - millions - fonds - innovation - budget - moins - 250 - collectivités - état,1.0,False,55969,Éric Ciotti,LR,2019-06-20,56,Autre profession,présentation,sécurité intérieure > présentation,"La division par deux de la part de richesse nationale consacrée à la protection des Français peut sembler un peu abstraite. Voici donc deux autres chiffres : sur 1 000 euros de dépense publique consentie par la nation, à peine 25 sont consacrés à la sécurité, et à peine 4 à la justice. C'est ridiculement faible.",H,0.6951219512195121,2.0,présentation,sécurité intérieure,0.9806276
"L'article 3 vise à remédier à une situation parfaitement insupportable : aujourd'hui, l'État doit à nos policiers le paiement de 25 millions d'heures supplémentaires. C'est un scandale !",0,0_impôt_csg_taxe_euros,impôt - csg - taxe - euros - sur - retraités - prélèvement - hausse - la - revenu,0.05915745109440056,False,55979,Éric Ciotti,LR,2019-06-20,28,Autre profession,présentation,sécurité intérieure > présentation,"L'article 3 vise à remédier à une situation parfaitement insupportable : aujourd'hui, l'État doit à nos policiers le paiement de 25 millions d'heures supplémentaires. C'est un scandale !",H,0.6951219512195121,2.0,présentation,sécurité intérieure,0.048765134
"Nous nous devons de dépasser les postures partisanes, les préjugés et les dogmes, d'où qu'ils viennent. C'est la raison pour laquelle nous espérons que ce texte sera soutenu par l'ensemble des députés.",2,2_motion_renvoi_amendements_rejet,motion - renvoi - amendements - rejet - groupe - commission - nous - texte - républicains - préalable,0.059448811465038436,False,55981,Éric Ciotti,LR,2019-06-20,32,Autre profession,présentation,sécurité intérieure > présentation,"Nous nous devons de dépasser les postures partisanes, les préjugés et les dogmes, d'où qu'ils viennent. C'est la raison pour laquelle nous espérons que ce texte sera soutenu par l'ensemble des députés.",H,0.6951219512195121,2.0,présentation,sécurité intérieure,0.99965227
"Je salue tout d'abord la tonalité de nos débats, à la hauteur du respect et de la reconnaissance que nous devons à nos forces de sécurité pour leur engagement. Tous les orateurs l'ont reconnu, à commencer par M. le secrétaire d'État : nous devons tous nous mobiliser pour renforcer les moyens de ceux qui protègent nos concitoyens.",46,46_pompiers_engagement_sapeurs_volontaires,pompiers - engagement - sapeurs - volontaires - leur - service - volontaire - notre - bénévoles - soutien,0.0997682552052612,False,55982,Éric Ciotti,LR,2019-06-20,57,Autre profession,discussion générale,sécurité intérieure > discussion générale,"Je salue tout d'abord la tonalité de nos débats, à la hauteur du respect et de la reconnaissance que nous devons à nos forces de sécurité pour leur engagement. Tous les orateurs l'ont reconnu, à commencer par M. le secrétaire d'État : nous devons tous nous mobiliser pour renforcer les moyens de ceux qui protègent nos concitoyens.",H,0.6951219512195121,2.0,discussion générale,sécurité intérieure,0.8227487
"Je veux juste préciser que par deux fois, en 2007 et en 2011, alors que cette excuse de minorité avait été remise en cause, notamment dans la LOPPSI 2, dont j'étais le rapporteur, le Conseil constitutionnel a validé cette disposition : elle est donc bien constitutionnelle, tandis que votre refus n'est que politique.",109,109_constitutionnel_conseil_disposition_constitutionnalité,constitutionnel - conseil - disposition - constitutionnalité - opposerait - adoptée - figure - intéressant - 146 - loppsi,1.0,False,55998,Éric Ciotti,LR,2019-06-20,53,Autre profession,article 7,sécurité intérieure > article 7,"Je veux juste préciser que par deux fois, en 2007 et en 2011, alors que cette excuse de minorité avait été remise en cause, notamment dans la LOPPSI 2, dont j'étais le rapporteur, le Conseil constitutionnel a validé cette disposition : elle est donc bien constitutionnelle, tandis que votre refus n'est que politique.",H,0.6951219512195121,2.0,Article X,sécurité intérieure,0.40508914
"C'est un avis favorable à cet amendement de suppression. Pour ma part, je regrette là encore qu'on veuille supprimer un dispositif qui conférerait des prérogatives nouvelles aux polices municipales, favorisant leur complémentarité avec les forces de la police nationale.",99,99_transposer_ratification_madame_relative,transposer - ratification - madame - relative - physicien - chers - constitutionnaliser - directive - collègues - rédaction,1.0,False,56002,Éric Ciotti,LR,2019-06-20,39,Autre profession,article 9,sécurité intérieure > article 9,"C'est un avis favorable à cet amendement de suppression. Pour ma part, je regrette là encore qu'on veuille supprimer un dispositif qui conférerait des prérogatives nouvelles aux polices municipales, favorisant leur complémentarité avec les forces de la police nationale.",H,0.6951219512195121,2.0,Article X,sécurité intérieure,0.701413
"La commission a émis un avis favorable, ce que là aussi je regrette, avec les arguments que j'ai exposés précédemment.",4,4_amendement_retire_no_je,amendement - retire - no - je - retirer - avis - mme - mon - commission - amendements,0.13543385959542045,False,56003,Éric Ciotti,LR,2019-06-20,20,Autre profession,article 10,sécurité intérieure > article 10,"La commission a émis un avis favorable, ce que là aussi je regrette, avec les arguments que j'ai exposés précédemment.",H,0.6951219512195121,2.0,Article X,sécurité intérieure,0.99964476
La commission a émis un avis défavorable. Nous avons déjà débattu sur ce point tout à l'heure.,4,4_amendement_retire_no_je,amendement - retire - no - je - retirer - avis - mme - mon - commission - amendements,0.2356076404338769,False,56010,Éric Ciotti,LR,2019-06-20,17,Autre profession,après l'article 10,sécurité intérieure > après l'article 10,La commission a émis un avis défavorable. Nous avons déjà débattu sur ce point tout à l'heure.,H,0.6951219512195121,2.0,après Article X,sécurité intérieure,0.9999484
"La commission a émis un avis défavorable à cet amendement. Il est similaire à l'amendement no 60, que j'ai défendu tout à l'heure.",4,4_amendement_retire_no_je,amendement - retire - no - je - retirer - avis - mme - mon - commission - amendements,0.23773418898082874,False,56024,Éric Ciotti,LR,2019-06-20,23,Autre profession,après l'article 10,sécurité intérieure > après l'article 10,"La commission a émis un avis défavorable à cet amendement. Il est similaire à l'amendement no 60, que j'ai défendu tout à l'heure.",H,0.6951219512195121,2.0,après Article X,sécurité intérieure,0.9999449
"expulser immédiatement les étrangers délinquants, criminels et tous ceux qui constituent une menace pour la France ; rétablir les contrôles aux frontières intérieures ; …",17,17_asile_demandes_nationalité_pays,asile - demandes - nationalité - pays - france - étrangers - étranger - réfugié - française - territoire,0.17079656044140343,False,56036,Éric Ciotti,LR,2019-10-07,25,Autre profession,déclaration du gouvernement suivie d'un débat sur la politique migratoire de la france et de l'europe,déclaration du gouvernement suivie d'un débat sur la politique migratoire de la france et de l'europe,"expulser immédiatement les étrangers délinquants, criminels et tous ceux qui constituent une menace pour la France ; rétablir les contrôles aux frontières intérieures ; …",H,0.6951219512195121,2.0,déclaration du gouvernement suivie d'un débat sur la politique migratoire de la france et de l'europe,Sans contexte,0.25599945
"Ce matin, avec une immense émotion, la nation a rendu hommage aux quatre fonctionnaires de la préfecture de police assassinés jeudi, dans le lieu même où ils sont tombés au service de la France. Je veux assurer les familles d'Aurélia Trifiro, de Brice Le Mescam, de Damien Ernest et d'Anthony Lancelot de notre profond soutien.",50,50_hommage_victimes_rendre_attentat,hommage - victimes - rendre - attentat - policiers - forces - abord - ordre - gendarmes - aux,1.0,False,56042,Éric Ciotti,LR,2019-10-08,55,Autre profession,attaque terroriste à la préfecture de police,questions au gouvernement > attaque terroriste à la préfecture de police,"Ce matin, avec une immense émotion, la nation a rendu hommage aux quatre fonctionnaires de la préfecture de police assassinés jeudi, dans le lieu même où ils sont tombés au service de la France. Je veux assurer les familles d'Aurélia Trifiro, de Brice Le Mescam, de Damien Ernest et d'Anthony Lancelot de notre profond soutien.",H,0.6951219512195121,2.0,attaque terroriste à la préfecture de police,questions au gouvernement,0.020042062
Je veux dire aussi aux policiers et à tous ceux qui portent un uniforme de la République notre infinie reconnaissance pour leur immense courage.,50,50_hommage_victimes_rendre_attentat,hommage - victimes - rendre - attentat - policiers - forces - abord - ordre - gendarmes - aux,1.0,False,56043,Éric Ciotti,LR,2019-10-08,24,Autre profession,attaque terroriste à la préfecture de police,questions au gouvernement > attaque terroriste à la préfecture de police,Je veux dire aussi aux policiers et à tous ceux qui portent un uniforme de la République notre infinie reconnaissance pour leur immense courage.,H,0.6951219512195121,2.0,attaque terroriste à la préfecture de police,questions au gouvernement,0.11982689
